reason,object_type,object_kind,object_status,card_id,card_full_name,card_type,set_code,collector_number,ability_id,ability_kind,ability_name,ability_status
unsupported_targeting,target,alias,unsupported_targeting,aPy,Roger Radcliffe - Dog Lover,character,007,5,1t4-1,triggered,THERE YOU GO,unsupported_targeting
unsupported_targeting,ability,activated,unsupported_targeting,J3O,The Queen - Jealous Beauty,character,007,74,ce7-1,activated,NO ORDINARY APPLE,unsupported_targeting
unsupported_targeting,effect,sequence,unsupported_targeting,J3O,The Queen - Jealous Beauty,character,007,74,ce7-1,activated,NO ORDINARY APPLE,unsupported_targeting
unsupported_targeting,effect,put-on-bottom,unsupported_targeting,J3O,The Queen - Jealous Beauty,character,007,74,ce7-1,activated,NO ORDINARY APPLE,unsupported_targeting
unsupported_targeting,target,selector,unsupported_targeting,J3O,The Queen - Jealous Beauty,character,007,74,ce7-1,activated,NO ORDINARY APPLE,unsupported_targeting
unsupported_condition,effect,conditional,unsupported_condition,J3O,The Queen - Jealous Beauty,character,007,74,ce7-1,activated,NO ORDINARY APPLE,unsupported_targeting
unsupported_condition,effect_condition,returned-card-is-princess,unsupported_condition,J3O,The Queen - Jealous Beauty,character,007,74,ce7-1,activated,NO ORDINARY APPLE,unsupported_targeting
unsupported_targeting,ability,triggered,unsupported_targeting,JoL,Yzma - Above It All,character,007,68,JoL-3,triggered,BACK TO WORK,unsupported_targeting
unsupported_targeting,effect,sequence,unsupported_targeting,JoL,Yzma - Above It All,character,007,68,JoL-3,triggered,BACK TO WORK,unsupported_targeting
unsupported_targeting,effect,discard,unsupported_targeting,JoL,Yzma - Above It All,character,007,68,JoL-3,triggered,BACK TO WORK,unsupported_targeting
unsupported_targeting,target,alias,unsupported_targeting,JoL,Yzma - Above It All,character,007,68,JoL-3,triggered,BACK TO WORK,unsupported_targeting
unsupported_targeting,ability,action,unsupported_targeting,OTu,All Is Found,action,007,178,138-1,action,,unsupported_targeting
unsupported_targeting,effect,put-into-inkwell,unsupported_targeting,OTu,All Is Found,action,007,178,138-1,action,,unsupported_targeting
unsupported_targeting,target,selector,unsupported_targeting,OTu,All Is Found,action,007,178,138-1,action,,unsupported_targeting
unsupported_targeting,ability,action,unsupported_targeting,Zf7,All Is Found,action,007,220,138-1,action,,unsupported_targeting
unsupported_targeting,effect,put-into-inkwell,unsupported_targeting,Zf7,All Is Found,action,007,220,138-1,action,,unsupported_targeting
unsupported_targeting,target,selector,unsupported_targeting,Zf7,All Is Found,action,007,220,138-1,action,,unsupported_targeting
unsupported_engine_mechanic,ability,action,unsupported_engine_mechanic,X4B,Restoring the Crown,action,007,83,1ss-1,action,,unsupported_engine_mechanic
unsupported_engine_mechanic,effect,sequence,unsupported_engine_mechanic,X4B,Restoring the Crown,action,007,83,1ss-1,action,,unsupported_engine_mechanic
unsupported_engine_mechanic,effect,create-triggered-ability,unsupported_engine_mechanic,X4B,Restoring the Crown,action,007,83,1ss-1,action,,unsupported_engine_mechanic
unsupported_targeting,ability,action,unsupported_targeting,PpP,Restoring the Heart,action,007,39,inl-1,action,,unsupported_targeting
unsupported_targeting,effect,sequence,unsupported_targeting,PpP,Restoring the Heart,action,007,39,inl-1,action,,unsupported_targeting
unsupported_targeting,effect,remove-damage,unsupported_targeting,PpP,Restoring the Heart,action,007,39,inl-1,action,,unsupported_targeting
unsupported_targeting,target,alias,unsupported_targeting,PpP,Restoring the Heart,action,007,39,inl-1,action,,unsupported_targeting
unsupported_choice,ability,action,unsupported_choice,yAe,The Return of Hercules,action,007,118,nej-1,action,,unsupported_choice
unsupported_choice,effect,sequence,unsupported_choice,yAe,The Return of Hercules,action,007,118,nej-1,action,,unsupported_choice
unsupported_choice,effect,optional,unsupported_choice,yAe,The Return of Hercules,action,007,118,nej-1,action,,unsupported_choice
unsupported_choice,ability,action,unsupported_choice,44M,The Return of Hercules,action,007,215,nej-1,action,,unsupported_choice
unsupported_choice,effect,sequence,unsupported_choice,44M,The Return of Hercules,action,007,215,nej-1,action,,unsupported_choice
unsupported_choice,effect,optional,unsupported_choice,44M,The Return of Hercules,action,007,215,nej-1,action,,unsupported_choice
unsupported_cost,ability,activated,unsupported_cost,QwH,The Glass Slipper,item,007,44,j91-1,activated,SEARCH THE KINGDOM,unsupported_cost
unsupported_cost,cost,exertCharacters,unsupported_cost,QwH,The Glass Slipper,item,007,44,j91-1,activated,SEARCH THE KINGDOM,unsupported_cost
unsupported_cost,cost,exertCharactersClassification,unsupported_cost,QwH,The Glass Slipper,item,007,44,j91-1,activated,SEARCH THE KINGDOM,unsupported_cost
unsupported_cost,ability,activated,unsupported_cost,DD1,The Glass Slipper,item,007,208,j91-1,activated,SEARCH THE KINGDOM,unsupported_cost
unsupported_cost,cost,exertCharacters,unsupported_cost,DD1,The Glass Slipper,item,007,208,j91-1,activated,SEARCH THE KINGDOM,unsupported_cost
unsupported_cost,cost,exertCharactersClassification,unsupported_cost,DD1,The Glass Slipper,item,007,208,j91-1,activated,SEARCH THE KINGDOM,unsupported_cost
unsupported_targeting,ability,triggered,unsupported_targeting,3AG,Captain Hook - The Pirate King,character,008,109,1na-2,triggered,GIVE ‘EM ALL YOU GOT!,unsupported_targeting
unsupported_targeting,effect,sequence,unsupported_targeting,3AG,Captain Hook - The Pirate King,character,008,109,1na-2,triggered,GIVE ‘EM ALL YOU GOT!,unsupported_targeting
unsupported_targeting,effect,modify-stat,unsupported_targeting,3AG,Captain Hook - The Pirate King,character,008,109,1na-2,triggered,GIVE ‘EM ALL YOU GOT!,unsupported_targeting
unsupported_targeting,target,alias,unsupported_targeting,3AG,Captain Hook - The Pirate King,character,008,109,1na-2,triggered,GIVE ‘EM ALL YOU GOT!,unsupported_targeting
unsupported_targeting,effect,gain-keyword,unsupported_targeting,3AG,Captain Hook - The Pirate King,character,008,109,1na-2,triggered,GIVE ‘EM ALL YOU GOT!,unsupported_targeting
unsupported_targeting,target,alias,unsupported_targeting,3AG,Captain Hook - The Pirate King,character,008,109,1na-2,triggered,GIVE ‘EM ALL YOU GOT!,unsupported_targeting
unsupported_targeting,ability,triggered,unsupported_targeting,mT7,Captain Hook - The Pirate King,character,008,215,1na-2,triggered,GIVE ‘EM ALL YOU GOT!,unsupported_targeting
unsupported_targeting,effect,sequence,unsupported_targeting,mT7,Captain Hook - The Pirate King,character,008,215,1na-2,triggered,GIVE ‘EM ALL YOU GOT!,unsupported_targeting
unsupported_targeting,effect,modify-stat,unsupported_targeting,mT7,Captain Hook - The Pirate King,character,008,215,1na-2,triggered,GIVE ‘EM ALL YOU GOT!,unsupported_targeting
unsupported_targeting,target,alias,unsupported_targeting,mT7,Captain Hook - The Pirate King,character,008,215,1na-2,triggered,GIVE ‘EM ALL YOU GOT!,unsupported_targeting
unsupported_targeting,effect,gain-keyword,unsupported_targeting,mT7,Captain Hook - The Pirate King,character,008,215,1na-2,triggered,GIVE ‘EM ALL YOU GOT!,unsupported_targeting
unsupported_targeting,target,alias,unsupported_targeting,mT7,Captain Hook - The Pirate King,character,008,215,1na-2,triggered,GIVE ‘EM ALL YOU GOT!,unsupported_targeting
unsupported_targeting,ability,static,unsupported_targeting,Nrd,Figaro - Tuxedo Cat,character,008,133,1w3-1,static,PLAYFULNESS,unsupported_targeting
unsupported_targeting,effect,restriction,unsupported_targeting,Nrd,Figaro - Tuxedo Cat,character,008,133,1w3-1,static,PLAYFULNESS,unsupported_targeting
unsupported_targeting,target,alias,unsupported_targeting,Nrd,Figaro - Tuxedo Cat,character,008,133,1w3-1,static,PLAYFULNESS,unsupported_targeting
unsupported_choice,ability,triggered,unsupported_choice,gxV,Flynn Rider - Breaking and Entering,character,008,102,o9w-1,triggered,THIS IS A VERY BIG DAY,unsupported_choice
unsupported_choice,effect,or,unsupported_choice,gxV,Flynn Rider - Breaking and Entering,character,008,102,o9w-1,triggered,THIS IS A VERY BIG DAY,unsupported_choice
unsupported_engine_mechanic,ability,triggered,unsupported_engine_mechanic,Hxd,Fred - Giant-Sized,character,008,98,1d3-2,triggered,I LIKE WHERE THIS IS HEADING,unsupported_engine_mechanic
unsupported_engine_mechanic,effect,reveal-until-match,unsupported_engine_mechanic,Hxd,Fred - Giant-Sized,character,008,98,1d3-2,triggered,I LIKE WHERE THIS IS HEADING,unsupported_engine_mechanic
unsupported_condition,ability,triggered,unsupported_condition,i56,Jafar - High Sultan of Lorcana,character,008,74,mfw-1,triggered,DARK POWER,unsupported_condition
unsupported_condition,effect,optional,unsupported_condition,i56,Jafar - High Sultan of Lorcana,character,008,74,mfw-1,triggered,DARK POWER,unsupported_condition
unsupported_condition,effect,sequence,unsupported_condition,i56,Jafar - High Sultan of Lorcana,character,008,74,mfw-1,triggered,DARK POWER,unsupported_condition
unsupported_condition,effect,conditional,unsupported_condition,i56,Jafar - High Sultan of Lorcana,character,008,74,mfw-1,triggered,DARK POWER,unsupported_condition
unsupported_condition,effect_condition,discarded-card-has-classification,unsupported_condition,i56,Jafar - High Sultan of Lorcana,character,008,74,mfw-1,triggered,DARK POWER,unsupported_condition
unsupported_choice,ability,triggered,unsupported_choice,uQg,Kuzco - Impulsive Llama,character,008,67,1p1-2,triggered,WHAT DOES THIS DO?,unsupported_choice
unsupported_choice,effect,sequence,unsupported_choice,uQg,Kuzco - Impulsive Llama,character,008,67,1p1-2,triggered,WHAT DOES THIS DO?,unsupported_choice
unsupported_choice,ability,triggered,unsupported_choice,PjW,Kuzco - Impulsive Llama,character,008,210,1p1-2,triggered,WHAT DOES THIS DO?,unsupported_choice
unsupported_choice,effect,sequence,unsupported_choice,PjW,Kuzco - Impulsive Llama,character,008,210,1p1-2,triggered,WHAT DOES THIS DO?,unsupported_choice
unsupported_cost,ability,activated,unsupported_cost,Peq,LeFou - Cake Thief,character,008,138,13j-1,activated,ALL FOR ME,unsupported_cost
unsupported_cost,cost,banishItem,unsupported_cost,Peq,LeFou - Cake Thief,character,008,138,13j-1,activated,ALL FOR ME,unsupported_cost
mapped_not_executable,ability,static,mapped_not_executable,rMw,Mad Dog - Karnage's First Mate,character,008,93,19p-1,static,"ARE YOU SURE THIS IS SAFE, CAPTAIN?",mapped_not_executable
unsupported_targeting,ability,triggered,unsupported_targeting,axI,Maui - Stubborn Trickster,character,008,110,axI-1,triggered,I'M NOT FINISHED YET,unsupported_targeting
unsupported_targeting,effect,choice,unsupported_targeting,axI,Maui - Stubborn Trickster,character,008,110,axI-1,triggered,I'M NOT FINISHED YET,unsupported_targeting
unsupported_targeting,effect,banish,unsupported_targeting,axI,Maui - Stubborn Trickster,character,008,110,axI-1,triggered,I'M NOT FINISHED YET,unsupported_targeting
unsupported_targeting,target,alias,unsupported_targeting,axI,Maui - Stubborn Trickster,character,008,110,axI-1,triggered,I'M NOT FINISHED YET,unsupported_targeting
unsupported_targeting,effect,banish,unsupported_targeting,axI,Maui - Stubborn Trickster,character,008,110,axI-1,triggered,I'M NOT FINISHED YET,unsupported_targeting
unsupported_targeting,target,alias,unsupported_targeting,axI,Maui - Stubborn Trickster,character,008,110,axI-1,triggered,I'M NOT FINISHED YET,unsupported_targeting
mapped_not_executable,ability,static,mapped_not_executable,t5R,Minnie Mouse - Daring Defender,character,008,6,7k3-2,static,TRUE VALOR,mapped_not_executable
unsupported_targeting,ability,triggered,unsupported_targeting,hyF,Mirabel Madrigal - Curious Child,character,008,10,191-1,triggered,YOU ARE A WONDER,unsupported_targeting
unsupported_targeting,effect,optional,unsupported_targeting,hyF,Mirabel Madrigal - Curious Child,character,008,10,191-1,triggered,YOU ARE A WONDER,unsupported_targeting
unsupported_targeting,effect,sequence,unsupported_targeting,hyF,Mirabel Madrigal - Curious Child,character,008,10,191-1,triggered,YOU ARE A WONDER,unsupported_targeting
unsupported_targeting,effect,select-target,unsupported_targeting,hyF,Mirabel Madrigal - Curious Child,character,008,10,191-1,triggered,YOU ARE A WONDER,unsupported_targeting
unsupported_targeting,target,selector,unsupported_targeting,hyF,Mirabel Madrigal - Curious Child,character,008,10,191-1,triggered,YOU ARE A WONDER,unsupported_targeting
unsupported_cost,ability,activated,unsupported_cost,XCS,Mrs. Potts - Head Housekeeper,character,008,161,cpn-1,activated,CLEAN UP,unsupported_cost
unsupported_cost,cost,banishItem,unsupported_cost,XCS,Mrs. Potts - Head Housekeeper,character,008,161,cpn-1,activated,CLEAN UP,unsupported_cost
mapped_not_executable,ability,static,mapped_not_executable,KZj,Mulan - Charging Ahead,character,008,141,17c-3,static,LONG RANGE,mapped_not_executable
unsupported_targeting,ability,triggered,unsupported_targeting,dhS,Mushu - Your Worst Nightmare,character,008,142,qm5-2,triggered,ALL FIRED UP,unsupported_targeting
unsupported_targeting,effect,sequence,unsupported_targeting,dhS,Mushu - Your Worst Nightmare,character,008,142,qm5-2,triggered,ALL FIRED UP,unsupported_targeting
unsupported_targeting,effect,gain-keyword,unsupported_targeting,dhS,Mushu - Your Worst Nightmare,character,008,142,qm5-2,triggered,ALL FIRED UP,unsupported_targeting
unsupported_targeting,target,alias,unsupported_targeting,dhS,Mushu - Your Worst Nightmare,character,008,142,qm5-2,triggered,ALL FIRED UP,unsupported_targeting
unsupported_targeting,effect,gain-keyword,unsupported_targeting,dhS,Mushu - Your Worst Nightmare,character,008,142,qm5-2,triggered,ALL FIRED UP,unsupported_targeting
unsupported_targeting,target,alias,unsupported_targeting,dhS,Mushu - Your Worst Nightmare,character,008,142,qm5-2,triggered,ALL FIRED UP,unsupported_targeting
unsupported_targeting,effect,gain-keyword,unsupported_targeting,dhS,Mushu - Your Worst Nightmare,character,008,142,qm5-2,triggered,ALL FIRED UP,unsupported_targeting
unsupported_targeting,target,alias,unsupported_targeting,dhS,Mushu - Your Worst Nightmare,character,008,142,qm5-2,triggered,ALL FIRED UP,unsupported_targeting
unsupported_targeting,ability,triggered,unsupported_targeting,Wzv,Mushu - Your Worst Nightmare,character,008,218,qm5-2,triggered,ALL FIRED UP,unsupported_targeting
unsupported_targeting,effect,sequence,unsupported_targeting,Wzv,Mushu - Your Worst Nightmare,character,008,218,qm5-2,triggered,ALL FIRED UP,unsupported_targeting
unsupported_targeting,effect,gain-keyword,unsupported_targeting,Wzv,Mushu - Your Worst Nightmare,character,008,218,qm5-2,triggered,ALL FIRED UP,unsupported_targeting
unsupported_targeting,target,alias,unsupported_targeting,Wzv,Mushu - Your Worst Nightmare,character,008,218,qm5-2,triggered,ALL FIRED UP,unsupported_targeting
unsupported_targeting,effect,gain-keyword,unsupported_targeting,Wzv,Mushu - Your Worst Nightmare,character,008,218,qm5-2,triggered,ALL FIRED UP,unsupported_targeting
unsupported_targeting,target,alias,unsupported_targeting,Wzv,Mushu - Your Worst Nightmare,character,008,218,qm5-2,triggered,ALL FIRED UP,unsupported_targeting
unsupported_targeting,effect,gain-keyword,unsupported_targeting,Wzv,Mushu - Your Worst Nightmare,character,008,218,qm5-2,triggered,ALL FIRED UP,unsupported_targeting
unsupported_targeting,target,alias,unsupported_targeting,Wzv,Mushu - Your Worst Nightmare,character,008,218,qm5-2,triggered,ALL FIRED UP,unsupported_targeting
mapped_not_executable,ability,static,mapped_not_executable,Gsh,Namaari - Single-Minded Rival,character,008,198,xx2-2,static,EXTREME FOCUS,mapped_not_executable
unsupported_targeting,ability,static,unsupported_targeting,3b6,Nani - Heist Mastermind,character,008,165,d2e-2,static,"IT'S UP TO YOU, LILO",unsupported_targeting
unsupported_targeting,effect,gain-keyword,unsupported_targeting,3b6,Nani - Heist Mastermind,character,008,165,d2e-2,static,"IT'S UP TO YOU, LILO",unsupported_targeting
unsupported_targeting,target,selector,unsupported_targeting,3b6,Nani - Heist Mastermind,character,008,165,d2e-2,static,"IT'S UP TO YOU, LILO",unsupported_targeting
unsupported_engine_mechanic,ability,static,unsupported_engine_mechanic,mAf,Nathaniel Flint - Notorious Pirate,character,008,196,1ub-1,static,PREDATORY INSTINCT,unsupported_engine_mechanic
unsupported_engine_mechanic,effect,self-play-condition,unsupported_engine_mechanic,mAf,Nathaniel Flint - Notorious Pirate,character,008,196,1ub-1,static,PREDATORY INSTINCT,unsupported_engine_mechanic
mapped_not_executable,ability,static,mapped_not_executable,Bfj,The Dodo - Outlandish Storyteller,character,008,126,dac-1,static,EXTRAORDINARY SITUATION,mapped_not_executable
unsupported_cost,ability,activated,unsupported_cost,MRR,The Wardrobe - Perceptive Friend,character,008,160,s0r-1,activated,I HAVE JUST THE THING!,unsupported_cost
unsupported_cost,cost,discardCardType,unsupported_cost,MRR,The Wardrobe - Perceptive Friend,character,008,160,s0r-1,activated,I HAVE JUST THE THING!,unsupported_cost
mapped_not_executable,ability,static,mapped_not_executable,ogS,Zipper - Flying Ranger,character,008,192,8ix-1,static,BEST MATES,mapped_not_executable
unsupported_engine_mechanic,ability,action,unsupported_engine_mechanic,Zzh,Candy Drift,action,008,39,18h-1,action,,unsupported_engine_mechanic
unsupported_engine_mechanic,effect,sequence,unsupported_engine_mechanic,Zzh,Candy Drift,action,008,39,18h-1,action,,unsupported_engine_mechanic
unsupported_engine_mechanic,effect,create-triggered-ability,unsupported_engine_mechanic,Zzh,Candy Drift,action,008,39,18h-1,action,,unsupported_engine_mechanic
unsupported_targeting,ability,action,unsupported_targeting,41j,Heads Held High,action,008,175,x39-1,action,,unsupported_targeting
unsupported_targeting,effect,sequence,unsupported_targeting,41j,Heads Held High,action,008,175,x39-1,action,,unsupported_targeting
unsupported_targeting,effect,remove-damage,unsupported_targeting,41j,Heads Held High,action,008,175,x39-1,action,,unsupported_targeting
unsupported_targeting,target,selector,unsupported_targeting,41j,Heads Held High,action,008,175,x39-1,action,,unsupported_targeting
unsupported_cost,ability,activated,unsupported_cost,FEr,Belle's Favorite Book,item,008,179,1gu-1,activated,CHAPTER THREE,unsupported_cost
unsupported_cost,cost,banishItem,unsupported_cost,FEr,Belle's Favorite Book,item,008,179,1gu-1,activated,CHAPTER THREE,unsupported_cost
unsupported_targeting,ability,triggered,unsupported_targeting,VyL,Chem Purse,item,008,119,1ea-1,triggered,HERE'S THE BEST PART,unsupported_targeting
unsupported_targeting,effect,modify-stat,unsupported_targeting,VyL,Chem Purse,item,008,119,1ea-1,triggered,HERE'S THE BEST PART,unsupported_targeting
unsupported_targeting,target,selector,unsupported_targeting,VyL,Chem Purse,item,008,119,1ea-1,triggered,HERE'S THE BEST PART,unsupported_targeting
unsupported_cost,ability,activated,unsupported_cost,8S0,The Sword of Shan-Yu,item,008,152,1wb-1,activated,WORTHY WEAPON,unsupported_cost
unsupported_cost,cost,exertCharacters,unsupported_cost,8S0,The Sword of Shan-Yu,item,008,152,1wb-1,activated,WORTHY WEAPON,unsupported_cost
unsupported_cost,ability,activated,unsupported_cost,Llh,The Sword of Shan-Yu,item,008,219,1wb-1,activated,WORTHY WEAPON,unsupported_cost
unsupported_cost,cost,exertCharacters,unsupported_cost,Llh,The Sword of Shan-Yu,item,008,219,1wb-1,activated,WORTHY WEAPON,unsupported_cost
unsupported_choice,ability,activated,unsupported_choice,Plh,Bruno Madrigal - Undetected Uncle,character,009,,13f-2,activated,YOU JUST HAVE TO SEE IT,unsupported_choice
unsupported_choice,effect,sequence,unsupported_choice,Plh,Bruno Madrigal - Undetected Uncle,character,009,,13f-2,activated,YOU JUST HAVE TO SEE IT,unsupported_choice
unsupported_choice,effect,name-a-card,unsupported_choice,Plh,Bruno Madrigal - Undetected Uncle,character,009,,13f-2,activated,YOU JUST HAVE TO SEE IT,unsupported_choice
unsupported_choice,ability,triggered,unsupported_choice,op2,Donald Duck - Perfect Gentleman,character,009,85,wjj-3,triggered,ALLOW ME,unsupported_choice
unsupported_choice,effect,optional,unsupported_choice,op2,Donald Duck - Perfect Gentleman,character,009,85,wjj-3,triggered,ALLOW ME,unsupported_choice
mapped_not_executable,ability,static,mapped_not_executable,JlP,Dumbo - Ninth Wonder of the Universe,character,009,45,181-3,static,MAKING HISTORY,mapped_not_executable
mapped_not_executable,ability,static,mapped_not_executable,cqc,Dumbo - Ninth Wonder of the Universe,character,009,228,181-3,static,MAKING HISTORY,mapped_not_executable
unsupported_engine_mechanic,ability,static,unsupported_engine_mechanic,yMt,Mulan - Injured Soldier,character,009,125,1g0-1,static,BATTLE WOUND,unsupported_engine_mechanic
unsupported_engine_mechanic,effect,enters-with-damage,unsupported_engine_mechanic,yMt,Mulan - Injured Soldier,character,009,125,1g0-1,static,BATTLE WOUND,unsupported_engine_mechanic
unsupported_targeting,ability,static,unsupported_targeting,ee3,Philoctetes - No-Nonsense Instructor,character,009,171,1r4-1,static,YOU GOTTA STAY FOCUSED,unsupported_targeting
unsupported_targeting,effect,gain-keyword,unsupported_targeting,ee3,Philoctetes - No-Nonsense Instructor,character,009,171,1r4-1,static,YOU GOTTA STAY FOCUSED,unsupported_targeting
unsupported_targeting,target,alias,unsupported_targeting,ee3,Philoctetes - No-Nonsense Instructor,character,009,171,1r4-1,static,YOU GOTTA STAY FOCUSED,unsupported_targeting
unsupported_targeting,ability,static,unsupported_targeting,zIZ,Prince Phillip - Warden of the Woods,character,009,72,1kf-1,static,SHINING BEACON,unsupported_targeting
unsupported_targeting,effect,gain-keyword,unsupported_targeting,zIZ,Prince Phillip - Warden of the Woods,character,009,72,1kf-1,static,SHINING BEACON,unsupported_targeting
unsupported_targeting,target,alias,unsupported_targeting,zIZ,Prince Phillip - Warden of the Woods,character,009,72,1kf-1,static,SHINING BEACON,unsupported_targeting
unsupported_targeting,ability,triggered,unsupported_targeting,WVh,Tuk Tuk - Lively Partner,character,009,129,PQN-2,triggered,ON A ROLL,unsupported_targeting
unsupported_targeting,effect,optional,unsupported_targeting,WVh,Tuk Tuk - Lively Partner,character,009,129,PQN-2,triggered,ON A ROLL,unsupported_targeting
unsupported_targeting,effect,sequence,unsupported_targeting,WVh,Tuk Tuk - Lively Partner,character,009,129,PQN-2,triggered,ON A ROLL,unsupported_targeting
unsupported_targeting,effect,modify-stat,unsupported_targeting,WVh,Tuk Tuk - Lively Partner,character,009,129,PQN-2,triggered,ON A ROLL,unsupported_targeting
unsupported_targeting,target,object,unsupported_targeting,WVh,Tuk Tuk - Lively Partner,character,009,129,PQN-2,triggered,ON A ROLL,unsupported_targeting
unsupported_engine_mechanic,ability,static,unsupported_engine_mechanic,WHL,Atlantica - Concert Hall,location,009,34,6b5-1,static,UNDERWATER ACOUSTICS,unsupported_engine_mechanic
unsupported_engine_mechanic,effect,property-modification,unsupported_engine_mechanic,WHL,Atlantica - Concert Hall,location,009,34,6b5-1,static,UNDERWATER ACOUSTICS,unsupported_engine_mechanic
mapped_not_executable,ability,static,mapped_not_executable,c04,Aladdin - Barreling Through,character,010,123,1tr-3,static,ONLY THE BOLD,mapped_not_executable
mapped_not_executable,ability,static,mapped_not_executable,Rj7,Aladdin - Barreling Through,character,010,216,1tr-3,static,ONLY THE BOLD,mapped_not_executable
unsupported_engine_mechanic,ability,static,unsupported_engine_mechanic,A6f,Chief Bogo - Calling the Shots,character,010,185,A6f-2,static,DEPUTIZE,unsupported_engine_mechanic
unsupported_engine_mechanic,effect,property-modification,unsupported_engine_mechanic,A6f,Chief Bogo - Calling the Shots,character,010,185,A6f-2,static,DEPUTIZE,unsupported_engine_mechanic
unsupported_targeting,ability,static,unsupported_targeting,CLU,Daisy Duck - Sapphire Champion,character,010,158,107-1,static,STAND FAST,unsupported_targeting
unsupported_targeting,effect,gain-keyword,unsupported_targeting,CLU,Daisy Duck - Sapphire Champion,character,010,158,107-1,static,STAND FAST,unsupported_targeting
unsupported_targeting,target,alias,unsupported_targeting,CLU,Daisy Duck - Sapphire Champion,character,010,158,107-1,static,STAND FAST,unsupported_targeting
unsupported_targeting,ability,static,unsupported_targeting,Yk1,Donald Duck - Ruby Champion,character,010,121,Yk1-1,static,HIGH ENERGY,unsupported_targeting
unsupported_targeting,effect,modify-stat,unsupported_targeting,Yk1,Donald Duck - Ruby Champion,character,010,121,Yk1-1,static,HIGH ENERGY,unsupported_targeting
unsupported_targeting,target,selector,unsupported_targeting,Yk1,Donald Duck - Ruby Champion,character,010,121,Yk1-1,static,HIGH ENERGY,unsupported_targeting
unsupported_targeting,ability,static,unsupported_targeting,Yk1,Donald Duck - Ruby Champion,character,010,121,Yk1-2,static,POWERFUL REWARD,unsupported_targeting
unsupported_targeting,effect,modify-stat,unsupported_targeting,Yk1,Donald Duck - Ruby Champion,character,010,121,Yk1-2,static,POWERFUL REWARD,unsupported_targeting
unsupported_targeting,target,selector,unsupported_targeting,Yk1,Donald Duck - Ruby Champion,character,010,121,Yk1-2,static,POWERFUL REWARD,unsupported_targeting
unsupported_engine_mechanic,ability,triggered,unsupported_engine_mechanic,8zy,Duckworth - Ghost Butler,character,010,47,8zy-2,triggered,FINAL ACT,unsupported_engine_mechanic
unsupported_engine_mechanic,effect,optional,unsupported_engine_mechanic,8zy,Duckworth - Ghost Butler,character,010,47,8zy-2,triggered,FINAL ACT,unsupported_engine_mechanic
unsupported_engine_mechanic,effect,put-under,unsupported_engine_mechanic,8zy,Duckworth - Ghost Butler,character,010,47,8zy-2,triggered,FINAL ACT,unsupported_engine_mechanic
unsupported_engine_mechanic,ability,triggered,unsupported_engine_mechanic,Gtk,Emily Quackfaster - Level-Headed Librarian,character,010,80,Gtk-1,triggered,RECOMMENDED READING,unsupported_engine_mechanic
unsupported_engine_mechanic,effect,optional,unsupported_engine_mechanic,Gtk,Emily Quackfaster - Level-Headed Librarian,character,010,80,Gtk-1,triggered,RECOMMENDED READING,unsupported_engine_mechanic
unsupported_engine_mechanic,effect,put-under,unsupported_engine_mechanic,Gtk,Emily Quackfaster - Level-Headed Librarian,character,010,80,Gtk-1,triggered,RECOMMENDED READING,unsupported_engine_mechanic
unsupported_choice,ability,triggered,unsupported_choice,NZ3,Fairy Godmother - Magical Benefactor,character,010,192,45t-2,triggered,STUNNING TRANSFORMATION,unsupported_choice
unsupported_choice,effect,optional,unsupported_choice,NZ3,Fairy Godmother - Magical Benefactor,character,010,192,45t-2,triggered,STUNNING TRANSFORMATION,unsupported_choice
unsupported_choice,effect,sequence,unsupported_choice,NZ3,Fairy Godmother - Magical Benefactor,character,010,192,45t-2,triggered,STUNNING TRANSFORMATION,unsupported_choice
unsupported_choice,effect,conditional,unsupported_choice,NZ3,Fairy Godmother - Magical Benefactor,character,010,192,45t-2,triggered,STUNNING TRANSFORMATION,unsupported_choice
unsupported_targeting,ability,static,unsupported_targeting,ogQ,Goofy - Emerald Champion,character,010,91,bau-2,static,PROVIDE COVER,unsupported_targeting
unsupported_targeting,effect,gain-keyword,unsupported_targeting,ogQ,Goofy - Emerald Champion,character,010,91,bau-2,static,PROVIDE COVER,unsupported_targeting
unsupported_targeting,target,selector,unsupported_targeting,ogQ,Goofy - Emerald Champion,character,010,91,bau-2,static,PROVIDE COVER,unsupported_targeting
unsupported_choice,ability,triggered,unsupported_choice,bDq,Hades - Looking for a Deal,character,010,56,qkg-1,triggered,WHAT D'YA SAY?,unsupported_choice
unsupported_choice,effect,optional,unsupported_choice,bDq,Hades - Looking for a Deal,character,010,56,qkg-1,triggered,WHAT D'YA SAY?,unsupported_choice
unsupported_choice,effect,sequence,unsupported_choice,bDq,Hades - Looking for a Deal,character,010,56,qkg-1,triggered,WHAT D'YA SAY?,unsupported_choice
unsupported_choice,effect,choice,unsupported_choice,bDq,Hades - Looking for a Deal,character,010,56,qkg-1,triggered,WHAT D'YA SAY?,unsupported_choice
unsupported_choice,ability,triggered,unsupported_choice,R01,Hades - Looking for a Deal,character,010,242,qkg-1,triggered,WHAT D'YA SAY?,unsupported_choice
unsupported_choice,effect,optional,unsupported_choice,R01,Hades - Looking for a Deal,character,010,242,qkg-1,triggered,WHAT D'YA SAY?,unsupported_choice
unsupported_choice,effect,sequence,unsupported_choice,R01,Hades - Looking for a Deal,character,010,242,qkg-1,triggered,WHAT D'YA SAY?,unsupported_choice
